dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry
1665977274,666,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,666,0,1,10,ok,0,666,666
1665977284,673,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,673,0,1,10,ok,0,673,673
1665977294,682,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,682,0,1,10,ok,0,682,682
1665977304,689,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,689,0,1,10,ok,0,689,689
1665977314,700,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,700,0,1,10,ok,0,700,700
1665977324,712,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,712,0,1,10,ok,0,712,712
1665977334,722,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,722,0,1,10,ok,0,722,722
1665977344,746,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,746,0,1,10,ok,0,746,746
1665977354,779,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,779,0,1,10,ok,0,779,779
1665977364,905,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,905,0,1,10,ok,0,905,905
1665977374,1008,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1008,0,1,10,ok,0,1008,1008
1665977384,1021,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1021,0,1,10,ok,0,1021,1021
1665977394,1031,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1031,0,1,10,ok,0,1031,1031
1665977404,1034,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1034,0,1,10,ok,0,1034,1034
1665977414,1034,51,0.04932301740812379,51,39,12,0.037717601547388784,0.7647058823529411,3002524.967898736,76987.81968971118,0.02564102564102564,distance_to_pickup,REALTIME,greedy,1034,0,1,10,ok,0,995,995
1665977424,995,12,0.012060301507537688,12,9,3,0.009045226130653266,0.75,937126.5731445979,104125.17479384421,0.0,distance_to_pickup,REALTIME,greedy,995,0,1,10,ok,0,986,986
1665977434,986,3,0.0030425963488843813,3,3,0,0.0030425963488843813,1.0,453896.0346588693,151298.6782196231,0.0,distance_to_pickup,REALTIME,greedy,986,0,1,10,ok,0,983,983
1665977444,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977454,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977464,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977474,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977484,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977494,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977504,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977514,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977524,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977534,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977544,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977554,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977564,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977574,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977584,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977594,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977604,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977614,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977624,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977634,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977644,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977654,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977664,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977674,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977684,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977694,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977704,983,0,0.0,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,983,983
1665977714,983,1701,1.7304170905391658,983,862,121,0.8769074262461851,0.8769074262461851,7213302.07835119,8368.09985887609,0.01160092807424594,distance_to_pickup,REALTIME,greedy,983,0,1,10,ok,0,121,121
1665977724,121,839,6.933884297520661,121,104,17,0.859504132231405,0.859504132231405,188799.92050523162,1815.3838510118426,0.019230769230769232,distance_to_pickup,REALTIME,greedy,121,0,1,10,ok,0,17,17
1665977734,17,735,43.23529411764706,17,16,1,0.9411764705882353,0.9411764705882353,353283.4900631635,22080.21812894772,0.0,distance_to_pickup,REALTIME,greedy,17,0,1,10,ok,0,1,1
1665977744,1,719,719.0,1,1,0,1.0,1.0,567.0141091718971,567.0141091718971,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666010714,1,2634,2634.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666010724,1,2634,2634.0,1,1,0,1.0,1.0,2295.3354935898333,2295.3354935898333,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666013704,1,2634,2634.0,1,1,0,1.0,1.0,283.7175743196054,283.7175743196054,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666016514,1,2634,2634.0,1,1,0,1.0,1.0,1377.5340286178052,1377.5340286178052,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666018124,1,2634,2634.0,1,1,0,1.0,1.0,522.1743004016954,522.1743004016954,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666050224,1,2634,2634.0,1,1,0,1.0,1.0,21.540659228538015,21.540659228538015,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666051884,1,2634,2634.0,1,1,0,1.0,1.0,592.2178653164729,592.2178653164729,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666052884,1,2633,2633.0,1,1,0,1.0,1.0,1961.9747704799877,1961.9747704799877,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666053024,1,2632,2632.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666053034,1,2632,2632.0,1,1,0,1.0,1.0,8.0,8.0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666053994,1,2632,2632.0,1,1,0,1.0,1.0,953.5282826643218,953.5282826643218,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666054904,1,2633,2633.0,1,1,0,1.0,1.0,1146.356401822749,1146.356401822749,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666055314,1,2632,2632.0,1,1,0,1.0,1.0,1985.4100581728203,1985.4100581728203,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666055754,1,2632,2632.0,1,1,0,1.0,1.0,960.7107924252082,960.7107924252082,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666056494,1,2632,2632.0,1,1,0,1.0,1.0,336.61504543614336,336.61504543614336,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666056984,1,2632,2632.0,1,1,0,1.0,1.0,453.5688522216387,453.5688522216387,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666058414,1,2633,2633.0,1,1,0,1.0,1.0,96.25596160744139,96.25596160744139,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666058634,1,2633,2633.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666058644,2,2633,1316.5,2,2,0,1.0,1.0,1136.9996377703403,568.4998188851702,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666058834,1,2631,2631.0,1,1,0,1.0,1.0,393.6200699964554,393.6200699964554,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666058914,1,2630,2630.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666058924,1,2630,2630.0,1,1,0,1.0,1.0,549.412063150725,549.412063150725,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666058964,1,2629,2629.0,1,1,0,1.0,1.0,548.1498024852142,548.1498024852142,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666058994,1,2628,2628.0,1,1,0,1.0,1.0,123.6077788446419,123.6077788446419,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059014,2,2627,1313.5,2,2,0,1.0,1.0,1502.9980689920662,751.4990344960331,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666059084,2,2625,1312.5,2,0,2,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,2,2
1666059094,2,2625,1312.5,2,2,0,1.0,1.0,1276.8715086494278,638.4357543247139,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666059114,1,2623,2623.0,1,1,0,1.0,1.0,869.4371742685034,869.4371742685034,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059124,1,2622,2622.0,1,1,0,1.0,1.0,1023.3004252127714,1023.3004252127714,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059274,1,2621,2621.0,1,1,0,1.0,1.0,982.4727548630244,982.4727548630244,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059454,1,2620,2620.0,1,1,0,1.0,1.0,557.6683724423883,557.6683724423883,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059584,2,2619,1309.5,2,2,0,1.0,1.0,1545.2867423547102,772.6433711773551,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666059694,1,2617,2617.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666059704,1,2617,2617.0,1,1,0,1.0,1.0,2752.895307953925,2752.895307953925,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666059834,1,2616,2616.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666059844,1,2616,2616.0,1,1,0,1.0,1.0,261.76093658842314,261.76093658842314,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060124,1,2618,2618.0,1,1,0,1.0,1.0,62.357642154873396,62.357642154873396,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060264,1,2617,2617.0,1,1,0,1.0,1.0,2061.7353094038326,2061.7353094038326,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060274,1,2616,2616.0,1,1,0,1.0,1.0,717.4350301651201,717.4350301651201,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060334,1,2616,2616.0,1,1,0,1.0,1.0,4387.311120040038,4387.311120040038,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060354,1,2615,2615.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666060364,1,2615,2615.0,1,1,0,1.0,1.0,4.551157477431992,4.551157477431992,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060574,1,2622,2622.0,1,1,0,1.0,1.0,178.96647730790255,178.96647730790255,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060594,1,2622,2622.0,1,1,0,1.0,1.0,0.011104384048872344,0.011104384048872344,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060664,1,2621,2621.0,1,1,0,1.0,1.0,196.72569735548024,196.72569735548024,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060744,1,2621,2621.0,1,1,0,1.0,1.0,218.79928369501908,218.79928369501908,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060764,1,2620,2620.0,1,1,0,1.0,1.0,1511.7084369508784,1511.7084369508784,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060784,1,2619,2619.0,1,1,0,1.0,1.0,2039.42704455496,2039.42704455496,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666060954,1,2619,2619.0,1,1,0,1.0,1.0,30.857018538315067,30.857018538315067,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061014,1,2618,2618.0,1,1,0,1.0,1.0,303.63118677621526,303.63118677621526,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061134,1,2619,2619.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666061144,1,2619,2619.0,1,1,0,1.0,1.0,77.42092740338364,77.42092740338364,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061174,1,2619,2619.0,1,1,0,1.0,1.0,372.4908416289206,372.4908416289206,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061324,1,2619,2619.0,1,1,0,1.0,1.0,3.332000937312528e-08,3.332000937312528e-08,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061504,1,2618,2618.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666061514,1,2618,2618.0,1,1,0,1.0,1.0,112.92285588518455,112.92285588518455,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061544,1,2617,2617.0,1,1,0,1.0,1.0,0.0001724149067008164,0.0001724149067008164,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061574,1,2616,2616.0,1,1,0,1.0,1.0,0.0002922559757124596,0.0002922559757124596,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061614,1,2616,2616.0,1,1,0,1.0,1.0,241.90947529341364,241.90947529341364,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061664,1,2615,2615.0,1,1,0,1.0,1.0,23.7626676135262,23.7626676135262,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061674,1,2614,2614.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666061684,1,2614,2614.0,1,1,0,1.0,1.0,382.77622101654964,382.77622101654964,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061714,1,2613,2613.0,1,1,0,1.0,1.0,765.3483995175433,765.3483995175433,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061724,1,2613,2613.0,1,1,0,1.0,1.0,75.37617190482797,75.37617190482797,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061734,1,2613,2613.0,1,1,0,1.0,1.0,111.01822877546027,111.01822877546027,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061744,1,2612,2612.0,1,1,0,1.0,1.0,1583.2918237098688,1583.2918237098688,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061844,1,2613,2613.0,1,1,0,1.0,1.0,73.36584947979539,73.36584947979539,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061854,1,2612,2612.0,1,1,0,1.0,1.0,0.20136592151267899,0.20136592151267899,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061874,1,2611,2611.0,1,1,0,1.0,1.0,114.28128468837356,114.28128468837356,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061914,1,2610,2610.0,1,1,0,1.0,1.0,7.518728593148888e-06,7.518728593148888e-06,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061954,1,2609,2609.0,1,1,0,1.0,1.0,82.3006787684341,82.3006787684341,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666061984,1,2608,2608.0,1,1,0,1.0,1.0,94.42637883771084,94.42637883771084,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062014,1,2607,2607.0,1,1,0,1.0,1.0,589.6070258061885,589.6070258061885,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062124,1,2609,2609.0,1,1,0,1.0,1.0,985.0827376418694,985.0827376418694,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062154,1,2608,2608.0,1,1,0,1.0,1.0,0.0,0.0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062184,1,2607,2607.0,1,1,0,1.0,1.0,0.00011182050014989822,0.00011182050014989822,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062194,1,2606,2606.0,1,1,0,1.0,1.0,3.332000937312528e-08,3.332000937312528e-08,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062204,1,2606,2606.0,1,1,0,1.0,1.0,198.5171652742444,198.5171652742444,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062214,1,2605,2605.0,1,1,0,1.0,1.0,91.0738905794487,91.0738905794487,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062234,1,2605,2605.0,1,1,0,1.0,1.0,47.25995593886771,47.25995593886771,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062254,1,2605,2605.0,1,1,0,1.0,1.0,0.22981780279082153,0.22981780279082153,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062274,1,2604,2604.0,1,1,0,1.0,1.0,359.01671270290467,359.01671270290467,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062284,2,2603,1301.5,2,2,0,1.0,1.0,996.7999740658779,498.39998703293895,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062304,1,2601,2601.0,1,1,0,1.0,1.0,233.1456188941147,233.1456188941147,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062314,1,2600,2600.0,1,1,0,1.0,1.0,0.03554849181839854,0.03554849181839854,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062334,1,2599,2599.0,1,0,1,0.0,0.0,0,0,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,1,1
1666062344,2,2599,1299.5,2,2,0,1.0,1.0,505.9063468866656,252.9531734433328,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062354,1,2597,2597.0,1,1,0,1.0,1.0,0.34716959028383476,0.34716959028383476,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062364,1,2596,2596.0,1,1,0,1.0,1.0,694.0028798504978,694.0028798504978,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062374,1,2595,2595.0,1,1,0,1.0,1.0,0.014366558944599775,0.014366558944599775,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062384,1,2594,2594.0,1,1,0,1.0,1.0,1092.9043874008375,1092.9043874008375,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062404,2,2593,1296.5,2,2,0,1.0,1.0,801.0112009860969,400.50560049304846,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062424,1,2592,2592.0,1,1,0,1.0,1.0,0.00022804421812095037,0.00022804421812095037,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062434,2,2591,1295.5,2,2,0,1.0,1.0,89.15868060102959,44.579340300514794,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062444,1,2589,2589.0,1,1,0,1.0,1.0,71.40028011149536,71.40028011149536,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062464,2,2588,1294.0,2,2,0,1.0,1.0,1717.517742276933,858.7588711384665,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062474,1,2587,2587.0,1,1,0,1.0,1.0,125.04685585632986,125.04685585632986,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062484,2,2586,1293.0,2,2,0,1.0,1.0,1553.714329550976,776.857164775488,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062494,1,2584,2584.0,1,1,0,1.0,1.0,5.251998766832682e-07,5.251998766832682e-07,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062514,1,2583,2583.0,1,1,0,1.0,1.0,25.17016135920273,25.17016135920273,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062524,1,2582,2582.0,1,1,0,1.0,1.0,6.780359965348545,6.780359965348545,0.0,distance_to_pickup,REALTIME,greedy,1,0,1,10,ok,0,0,0
1666062534,2,2581,1290.5,2,1,1,0.5,0.5,0.11384170125235292,0.11384170125235292,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,1,1
1666062544,2,2580,1290.0,2,2,0,1.0,1.0,562.1922083002027,281.0961041501013,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
1666062554,2,2578,1289.0,2,2,0,1.0,1.0,1913.8800903544302,956.9400451772151,0.0,distance_to_pickup,REALTIME,greedy,2,0,1,10,ok,0,0,0
