dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry,decision_ms,optimizer_ms
1665977114,658,802,1.2188449848024316,658,568,90,0.8632218844984803,0.8632218844984803,425000.0,748.2394366197183,0.01584507042253521,distance_to_pickup,BATCH,milp_vrp,658,0,0,0,ok,0,90,90,20811.055333993863,20602.028666995466
1665977234,714,597,0.8361344537815126,714,630,84,0.8823529411764706,0.8823529411764706,18806000.0,29850.79365079365,0.0031746031746031746,distance_to_pickup,BATCH,milp_vrp,714,0,0,0,ok,0,84,84,43714.595832978375,43411.98949998943
1665977414,718,489,0.6810584958217271,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,718,0,0,0,ok,0,718,718,63106.07920901384,61314.245707995724
1666063506,1428,3132,2.19327731092437,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,1428,0,0,0,ok,0,1428,1428,257805.31937500928,249752.2239999962
1666063626,2073,3155,1.5219488663772311,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,2073,0,0,0,ok,0,2073,2073,306979.73333403934,296390.46529098414
1666063806,2688,3183,1.1841517857142858,2688,2347,341,0.8731398809523809,0.8731398809523809,37163000.0,15834.256497656583,0.0025564550489987218,distance_to_pickup,BATCH,milp_vrp,2688,0,0,0,ok,0,341,341,220768.69808300398,212638.20941600716
1666149913,1056,3420,3.2386363636363638,1056,923,133,0.8740530303030303,0.8740530303030303,86000.0,93.17443120260022,0.014084507042253521,distance_to_pickup,BATCH,milp_vrp,1056,0,0,0,ok,0,133,133,75744.18575002346,74596.31749999244
1666150033,854,2866,3.3559718969555035,854,739,115,0.8653395784543325,0.8653395784543325,100000.0,135.31799729364005,0.014884979702300407,distance_to_pickup,BATCH,milp_vrp,854,0,0,0,ok,0,115,115,52470.32299998682,51692.80879100552
1666150213,753,2418,3.2111553784860556,753,647,106,0.8592297476759628,0.8592297476759628,121000.0,187.01700154559506,0.010819165378670788,distance_to_pickup,BATCH,milp_vrp,753,0,0,0,ok,0,106,106,39081.88083395362,38492.45154199889
1666236312,749,3609,4.818424566088117,749,638,111,0.8518024032042724,0.8518024032042724,67000.0,105.01567398119123,0.006269592476489028,distance_to_pickup,BATCH,milp_vrp,749,0,0,0,ok,0,111,111,57755.61116600875,56908.9852499892
