dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry,decision_ms,optimizer_ms
1665977114,658,802,1.2188449848024316,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,658,0,0,0,ok,0,658,658,76912.19299996737,75554.69233298209
1665977234,1282,882,0.6879875195007801,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,1282,0,0,0,ok,0,1282,1282,108090.07795795333,105808.28533304157
1665977414,1916,933,0.4869519832985386,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,1916,0,0,0,ok,0,1916,1916,126292.37487498904,123458.64345802693
1666063506,2626,3132,1.1926884996191927,0,0,0,0.0,0,0,0,0.0,distance_to_pickup,BATCH,milp_vrp,2626,0,0,0,ok,0,2626,2626,382173.46937500406,370378.5514580086
1666063626,3271,3155,0.9645368388871904,3271,2854,417,0.8725160501375726,0.8725160501375726,43519000.0,15248.423265592151,0.001401541695865452,distance_to_pickup,BATCH,milp_vrp,3271,0,0,0,ok,0,417,417,196198.1012080214,185303.84983395925
1666063806,1032,2520,2.441860465116279,1032,906,126,0.877906976744186,0.877906976744186,188000.0,207.5055187637969,0.01545253863134658,distance_to_pickup,BATCH,milp_vrp,1032,0,0,0,ok,0,126,126,58286.53141699033,57426.11720901914
1666149913,841,3420,4.066587395957193,841,730,111,0.8680142687277052,0.8680142687277052,80000.0,109.58904109589041,0.01780821917808219,distance_to_pickup,BATCH,milp_vrp,841,0,0,0,ok,0,111,111,59719.70508398954,58814.649500011
1666150033,832,2982,3.5841346153846154,832,723,109,0.8689903846153846,0.8689903846153846,113000.0,156.2932226832642,0.017980636237897647,distance_to_pickup,BATCH,milp_vrp,832,0,0,0,ok,0,109,109,58954.27670900244,58144.47120804107
1666150213,747,2553,3.4176706827309236,747,641,106,0.85809906291834,0.85809906291834,126000.0,196.56786271450858,0.015600624024960999,distance_to_pickup,BATCH,milp_vrp,747,0,0,0,ok,0,106,106,50924.79424999328,50308.16816701554
1666236312,749,3609,4.818424566088117,749,638,111,0.8518024032042724,0.8518024032042724,60000.0,94.04388714733543,0.0109717868338558,distance_to_pickup,BATCH,milp_vrp,749,0,0,0,ok,0,111,111,62688.43308300711,61824.16604197351
1666236432,798,3208,4.020050125313284,798,705,93,0.8834586466165414,0.8834586466165414,67000.0,95.0354609929078,0.014184397163120567,distance_to_pickup,BATCH,milp_vrp,798,0,0,0,ok,0,93,93,55133.22487502592,54317.83329200698
1666236612,784,2763,3.524234693877551,784,672,112,0.8571428571428571,0.8571428571428571,138000.0,205.35714285714286,0.01636904761904762,distance_to_pickup,BATCH,milp_vrp,784,0,0,0,ok,0,112,112,50056.34495796403,49351.98366700206
1666322707,845,3753,4.441420118343196,845,723,122,0.855621301775148,0.855621301775148,70000.0,96.81881051175657,0.015214384508990318,distance_to_pickup,BATCH,milp_vrp,845,0,0,0,ok,0,122,122,67994.00087498361,65227.62025002157
1666322827,806,3250,4.032258064516129,806,701,105,0.869727047146402,0.869727047146402,82000.0,116.97574893009985,0.009985734664764621,distance_to_pickup,BATCH,milp_vrp,806,0,0,0,ok,0,105,105,57713.359709014185,56884.86441702116
1666323007,768,2825,3.6783854166666665,768,680,88,0.8854166666666666,0.8854166666666666,124000.0,182.35294117647058,0.01911764705882353,distance_to_pickup,BATCH,milp_vrp,768,0,0,0,ok,0,88,88,53542.80758299865,52823.751332995016
1666409110,788,3891,4.937817258883249,788,697,91,0.8845177664974619,0.8845177664974619,63000.0,90.38737446197992,0.01291248206599713,distance_to_pickup,BATCH,milp_vrp,788,0,0,0,ok,0,91,91,74175.5011669593,71784.74475000985
1666409230,763,3454,4.526867627785059,763,665,98,0.8715596330275229,0.8715596330275229,58000.0,87.21804511278195,0.016541353383458645,distance_to_pickup,BATCH,milp_vrp,763,0,0,0,ok,0,98,98,62935.08891703095,62078.36716703605
1666409410,732,3028,4.136612021857924,732,634,98,0.8661202185792349,0.8661202185792349,111000.0,175.0788643533123,0.015772870662460567,distance_to_pickup,BATCH,milp_vrp,732,0,0,0,ok,0,98,98,53944.87433403265,53215.47783399001
1666495519,732,3996,5.459016393442623,732,636,96,0.8688524590163934,0.8688524590163934,53000.0,83.33333333333333,0.006289308176100629,distance_to_pickup,BATCH,milp_vrp,732,0,0,0,ok,0,96,96,63076.73270802479,62153.622874990106
1666495639,687,3599,5.238719068413392,687,589,98,0.8573508005822417,0.8573508005822417,78000.0,132.42784380305602,0.013582342954159592,distance_to_pickup,BATCH,milp_vrp,687,0,0,0,ok,0,98,98,49913.16245798953,49120.89908402413
1666495819,767,3200,4.172099087353325,767,670,97,0.8735332464146024,0.8735332464146024,139000.0,207.46268656716418,0.013432835820895522,distance_to_pickup,BATCH,milp_vrp,767,0,0,0,ok,0,97,97,53369.33537502773,52473.251249990426
1666581917,747,4074,5.453815261044177,747,638,109,0.8540829986613119,0.8540829986613119,80000.0,125.39184952978056,0.018808777429467086,distance_to_pickup,BATCH,milp_vrp,747,0,0,0,ok,0,109,109,60626.904124976136,59637.069792021066
1666582037,811,3675,4.531442663378545,811,701,110,0.8643649815043156,0.8643649815043156,84000.0,119.82881597717547,0.005706134094151213,distance_to_pickup,BATCH,milp_vrp,811,0,0,0,ok,0,110,110,57979.86654099077,57010.14483300969
1666582217,718,3227,4.494428969359332,718,628,90,0.8746518105849582,0.8746518105849582,120000.0,191.0828025477707,0.012738853503184714,distance_to_pickup,BATCH,milp_vrp,718,0,0,0,ok,0,90,90,42423.30279096495,41688.88945801882
