dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry
1665977114,658,802,1.2188449848024316,650,562,88,0.8541033434650456,0.8646153846153846,2282364.2579251463,4061.146366414851,0.008896797153024912,distance_to_pickup,BATCH,batch_greedy,658,0,0,0,ok,0,96,96
1665977234,720,320,0.4444444444444444,320,290,30,0.4027777777777778,0.90625,1792753.1114320743,6181.907280800257,0.006896551724137931,distance_to_pickup,BATCH,batch_greedy,720,0,0,0,ok,0,430,430
1665977414,1064,81,0.07612781954887218,81,65,16,0.06109022556390977,0.8024691358024691,191198.23497705613,2941.511307339325,0.046153846153846156,distance_to_pickup,BATCH,batch_greedy,1064,0,0,0,ok,0,999,999
1666063506,1709,3132,1.8326506729081333,1709,1491,218,0.8724400234055003,0.8724400234055003,2710232.55323051,1817.7280705771361,0.009389671361502348,distance_to_pickup,BATCH,batch_greedy,1709,0,0,0,ok,0,218,218
1666063626,863,1664,1.9281575898030128,814,703,111,0.8146002317497103,0.8636363636363636,1607849.7969680754,2287.1263114766366,0.005689900426742532,distance_to_pickup,BATCH,batch_greedy,863,0,0,0,ok,0,160,160
1666063806,775,989,1.2761290322580645,682,606,76,0.7819354838709678,0.8885630498533724,5599637.041465679,9240.325150933464,0.0165016501650165,distance_to_pickup,BATCH,batch_greedy,775,0,0,0,ok,0,169,169
1666149913,884,3420,3.8687782805429864,884,771,113,0.8721719457013575,0.8721719457013575,1379688.4857392325,1789.4792292337645,0.014267185473411154,distance_to_pickup,BATCH,batch_greedy,884,0,0,0,ok,0,113,113
1666150033,834,2665,3.195443645083933,819,711,108,0.8525179856115108,0.8681318681318682,768628.9992404915,1081.0534447826885,0.01969057665260197,distance_to_pickup,BATCH,batch_greedy,834,0,0,0,ok,0,123,123
1666150213,761,1973,2.592641261498029,689,593,96,0.7792378449408672,0.8606676342525399,857314.1790664325,1445.72374210191,0.01854974704890388,distance_to_pickup,BATCH,batch_greedy,761,0,0,0,ok,0,168,168
1666236312,811,3609,4.450061652281135,811,688,123,0.8483353884093712,0.8483353884093712,897819.6598538125,1304.9704358340298,0.007267441860465116,distance_to_pickup,BATCH,batch_greedy,811,0,0,0,ok,0,123,123
1666236432,810,2940,3.6296296296296298,810,716,94,0.8839506172839506,0.8839506172839506,755632.7378240066,1055.3529857877188,0.006983240223463687,distance_to_pickup,BATCH,batch_greedy,810,0,0,0,ok,0,94,94
1666236612,785,2229,2.8394904458598726,744,636,108,0.8101910828025478,0.8548387096774194,1140349.751008746,1793.0027531584055,0.012578616352201259,distance_to_pickup,BATCH,batch_greedy,785,0,0,0,ok,0,149,149
1666322707,882,3753,4.255102040816326,882,758,124,0.8594104308390023,0.8594104308390023,882819.9939051293,1164.6701766558433,0.0079155672823219,distance_to_pickup,BATCH,batch_greedy,882,0,0,0,ok,0,124,124
1666322827,808,3001,3.714108910891089,808,701,107,0.8675742574257426,0.8675742574257426,733360.7165550991,1046.1636470115536,0.015691868758915834,distance_to_pickup,BATCH,batch_greedy,808,0,0,0,ok,0,107,107
1666323007,770,2306,2.994805194805195,770,682,88,0.8857142857142857,0.8857142857142857,1775830.073175732,2603.856412281132,0.013196480938416423,distance_to_pickup,BATCH,batch_greedy,770,0,0,0,ok,0,88,88
1666409110,788,3891,4.937817258883249,788,697,91,0.8845177664974619,0.8845177664974619,744507.8003995616,1068.1604022949234,0.00860832137733142,distance_to_pickup,BATCH,batch_greedy,788,0,0,0,ok,0,91,91
1666409230,763,3199,4.192660550458716,763,665,98,0.8715596330275229,0.8715596330275229,529239.893390639,795.8494637453218,0.013533834586466165,distance_to_pickup,BATCH,batch_greedy,763,0,0,0,ok,0,98,98
1666409410,732,2543,3.4740437158469946,732,634,98,0.8661202185792349,0.8661202185792349,1133975.7609604048,1788.6053011993765,0.02365930599369085,distance_to_pickup,BATCH,batch_greedy,732,0,0,0,ok,0,98,98
1666495519,732,3996,5.459016393442623,732,636,96,0.8688524590163934,0.8688524590163934,574900.4471334886,903.9315206501393,0.0031446540880503146,distance_to_pickup,BATCH,batch_greedy,732,0,0,0,ok,0,96,96
1666495639,687,3369,4.903930131004367,687,589,98,0.8573508005822417,0.8573508005822417,449501.2300336844,763.1599830792604,0.011884550084889643,distance_to_pickup,BATCH,batch_greedy,687,0,0,0,ok,0,98,98
1666495819,767,2784,3.6297262059973923,767,670,97,0.8735332464146024,0.8735332464146024,1002337.3568529477,1496.0259057506682,0.011940298507462687,distance_to_pickup,BATCH,batch_greedy,767,0,0,0,ok,0,97,97
1666581917,747,4074,5.453815261044177,747,638,109,0.8540829986613119,0.8540829986613119,635448.491591289,996.0007705192619,0.004702194357366771,distance_to_pickup,BATCH,batch_greedy,747,0,0,0,ok,0,109,109
1666582037,811,3442,4.244143033292231,811,701,110,0.8643649815043156,0.8643649815043156,618466.995751372,882.2639026410442,0.005706134094151213,distance_to_pickup,BATCH,batch_greedy,811,0,0,0,ok,0,110,110
1666582217,718,2746,3.8245125348189415,718,628,90,0.8746518105849582,0.8746518105849582,1122012.700491771,1786.6444275346673,0.009554140127388535,distance_to_pickup,BATCH,batch_greedy,718,0,0,0,ok,0,90,90
