dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry,decision_ms,optimizer_ms
1665977114,658,802,1.2188449848024316,150,127,23,0.19300911854103345,0.8466666666666667,100000.0,787.4015748031496,0.015748031496062992,distance_to_pickup,BATCH,milp_vrp,658,0,0,0,ok,0,531,531,453.34775000810623,248.13766701845452
1665977234,1155,787,0.6813852813852814,150,131,19,0.11341991341991342,0.8733333333333333,69000.0,526.7175572519084,0.007633587786259542,distance_to_pickup,BATCH,milp_vrp,1155,0,0,0,ok,0,1024,1024,613.4314999799244,248.17316699773073
1665977414,1658,738,0.4451145958986731,150,133,17,0.08021712907117008,0.8866666666666667,108000.0,812.0300751879699,0.05263157894736842,distance_to_pickup,BATCH,milp_vrp,1658,0,0,0,ok,0,1525,1525,781.1822909861803,269.1787499934435
1666063506,2235,3132,1.4013422818791947,150,128,22,0.05727069351230425,0.8533333333333334,7000.0,54.6875,0.0078125,distance_to_pickup,BATCH,milp_vrp,2235,0,0,0,ok,0,2107,2107,2664.210374990944,533.0525420140475
1666063626,2752,3049,1.107921511627907,150,130,20,0.047238372093023256,0.8666666666666667,17000.0,130.76923076923077,0.007692307692307693,distance_to_pickup,BATCH,milp_vrp,2752,0,0,0,ok,0,2622,2622,3038.669499976095,484.4075840082951
1666063806,3237,2964,0.9156626506024096,150,139,11,0.04294099474822367,0.9266666666666666,19000.0,136.69064748201438,0.0,distance_to_pickup,BATCH,milp_vrp,3237,0,0,0,ok,0,3098,3098,3451.8745829700492,531.331375008449
1666149913,3813,3420,0.8969315499606609,150,128,22,0.033569367951744034,0.8533333333333334,7000.0,54.6875,0.0078125,distance_to_pickup,BATCH,milp_vrp,3813,0,0,0,ok,0,3685,3685,4528.121458017267,551.9139579846524
1666150033,4406,3327,0.7551066727190195,150,124,26,0.02814344076259646,0.8266666666666667,13000.0,104.83870967741936,0.016129032258064516,distance_to_pickup,BATCH,milp_vrp,4406,0,0,0,ok,0,4282,4282,5101.025999989361,612.7312500029802
1666150213,4920,3237,0.6579268292682927,150,137,13,0.027845528455284554,0.9133333333333333,31000.0,226.27737226277372,0.021897810218978103,distance_to_pickup,BATCH,milp_vrp,4920,0,0,0,ok,0,4783,4783,5490.7307919929735,546.391208015848
1666236312,5426,3609,0.6651308514559529,150,128,22,0.02359012163656469,0.8533333333333334,13000.0,101.5625,0.0,distance_to_pickup,BATCH,milp_vrp,5426,0,0,0,ok,0,5298,5298,6739.4434589659795,709.3067499808967
1666236432,5985,3522,0.5884711779448621,150,131,19,0.021888053467000835,0.8733333333333333,15000.0,114.50381679389314,0.0,distance_to_pickup,BATCH,milp_vrp,5985,0,0,0,ok,0,5854,5854,7192.3937080428,675.6535420427099
1666236612,6545,3415,0.5217723453017571,150,139,11,0.021237585943468296,0.9266666666666666,4000.0,28.776978417266186,0.007194244604316547,distance_to_pickup,BATCH,milp_vrp,6545,0,0,0,ok,0,6406,6406,7635.352915967815,659.1712500085123
1666322707,7139,3753,0.5257038800952515,150,128,22,0.017929682028295278,0.8533333333333334,14000.0,109.375,0.015625,distance_to_pickup,BATCH,milp_vrp,7139,0,0,0,ok,0,7011,7011,9126.99437502306,764.0254580182955
1666322827,7695,3646,0.4738141650422352,150,137,13,0.017803768680961663,0.9133333333333333,12000.0,87.5912408759124,0.0072992700729927005,distance_to_pickup,BATCH,milp_vrp,7695,0,0,0,ok,0,7558,7558,9533.46587496344,700.4732079803944
1666323007,8221,3537,0.43023963021530226,150,123,27,0.014961683493492276,0.82,8000.0,65.04065040650407,0.0,distance_to_pickup,BATCH,milp_vrp,8221,0,0,0,ok,0,8098,8098,9851.908917014953,664.0945840044878
1666409110,8798,3891,0.44225960445555806,150,136,14,0.015458058649693112,0.9066666666666666,5000.0,36.76470588235294,0.0,distance_to_pickup,BATCH,milp_vrp,8798,0,0,0,ok,0,8662,8662,11694.278665992897,721.8549580429681
1666409230,9334,3795,0.406578101564174,150,130,20,0.013927576601671309,0.8666666666666667,8000.0,61.53846153846154,0.015384615384615385,distance_to_pickup,BATCH,milp_vrp,9334,0,0,0,ok,0,9204,9204,12257.218084007036,752.8847919893451
