dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry,decision_ms,optimizer_ms
1665977114,658,802,1.2188449848024316,658,568,90,0.8632218844984803,0.8632218844984803,2520000.0,4436.619718309859,0.01232394366197183,distance_to_pickup,BATCH,clustered_milp_vrp,658,0,0,0,ok,0,90,90,1667.7193749928847,1452.9090829892084
1665977234,714,695,0.9733893557422969,714,630,84,0.8823529411764706,0.8823529411764706,3099000.0,4919.047619047619,0.004761904761904762,distance_to_pickup,BATCH,clustered_milp_vrp,714,0,0,0,ok,0,84,84,1633.8380409870297,1422.096333000809
1665977414,718,557,0.775766016713092,666,583,83,0.8119777158774373,0.8753753753753754,3337000.0,5723.842195540309,0.015437392795883362,distance_to_pickup,BATCH,clustered_milp_vrp,718,0,0,0,ok,0,135,135,1443.6920000007376,1263.209208031185
1666063506,845,3132,3.706508875739645,845,731,114,0.8650887573964497,0.8650887573964497,4107000.0,5618.331053351573,0.008207934336525308,distance_to_pickup,BATCH,clustered_milp_vrp,845,0,0,0,ok,0,114,114,3191.4810839807615,2422.301583981607
1666063626,759,2927,3.8563899868247695,759,662,97,0.8722002635046113,0.8722002635046113,3006000.0,4540.785498489426,0.004531722054380665,distance_to_pickup,BATCH,clustered_milp_vrp,759,0,0,0,ok,0,97,97,2728.472332993988,2069.203582999762
1666063806,712,2748,3.859550561797753,712,630,82,0.8848314606741573,0.8848314606741573,2985000.0,4738.0952380952385,0.0031746031746031746,distance_to_pickup,BATCH,clustered_milp_vrp,712,0,0,0,ok,0,82,82,2518.0601669708267,1930.0705419736914
1666149913,797,3420,4.291091593475533,797,693,104,0.8695106649937264,0.8695106649937264,3571000.0,5152.958152958153,0.002886002886002886,distance_to_pickup,BATCH,clustered_milp_vrp,797,0,0,0,ok,0,104,104,3259.2260420206003,2433.816292032134
1666150033,825,3224,3.9078787878787877,825,716,109,0.8678787878787879,0.8678787878787879,3424000.0,4782.122905027933,0.008379888268156424,distance_to_pickup,BATCH,clustered_milp_vrp,825,0,0,0,ok,0,109,109,3124.5612910133786,2331.3968750298955
1666150213,747,3028,4.053547523427041,747,641,106,0.85809906291834,0.85809906291834,2268000.0,3538.2215288611546,0.0031201248049922,distance_to_pickup,BATCH,clustered_milp_vrp,747,0,0,0,ok,0,106,106,2746.839542000089,2071.782000013627
1666236312,749,3609,4.818424566088117,749,638,111,0.8518024032042724,0.8518024032042724,3612000.0,5661.442006269593,0.003134796238244514,distance_to_pickup,BATCH,clustered_milp_vrp,749,0,0,0,ok,0,111,111,3079.7090000123717,2277.5411670445465
