dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function,mode,strategy_key,num_units,num_bundles,avg_bundle_size,micro_batch_sec,optimizer_status,num_deferred_in,num_deferred_out,num_deferred_carry,decision_ms,optimizer_ms
1666236432,5985,3521,0.5883040935672514,150,131,19,0.021888053467000835,0.8733333333333333,15000.0,114.50381679389314,0.0,distance_to_pickup,BATCH,milp_vrp,5985,0,0,0,ok,0,5854,5854,7505.088459001854,737.1284159598872
1666236612,6545,3413,0.521466768525592,150,139,11,0.021237585943468296,0.9266666666666666,3000.0,21.58273381294964,0.0,distance_to_pickup,BATCH,milp_vrp,6545,0,0,0,ok,0,6406,6406,7764.084374997765,640.375665971078
1666322707,7139,3753,0.5257038800952515,150,128,22,0.017929682028295278,0.8533333333333334,16000.0,125.0,0.015625,distance_to_pickup,BATCH,milp_vrp,7139,0,0,0,ok,0,7011,7011,9224.273875006475,713.1452080211602
1666322827,7695,3646,0.4738141650422352,150,137,13,0.017803768680961663,0.9133333333333333,15000.0,109.48905109489051,0.0072992700729927005,distance_to_pickup,BATCH,milp_vrp,7695,0,0,0,ok,0,7558,7558,9770.338415983133,711.1457079881802
1666323007,8221,3539,0.43048290962170055,150,123,27,0.014961683493492276,0.82,9000.0,73.17073170731707,0.0,distance_to_pickup,BATCH,milp_vrp,8221,0,0,0,ok,0,8098,8098,10080.826582969166,673.6342090298422
1666409110,8798,3891,0.44225960445555806,150,136,14,0.015458058649693112,0.9066666666666666,5000.0,36.76470588235294,0.0,distance_to_pickup,BATCH,milp_vrp,8798,0,0,0,ok,0,8662,8662,11641.607999976259,746.8766670208424
1666409230,9334,3792,0.4062566959502893,150,130,20,0.013927576601671309,0.8666666666666667,9000.0,69.23076923076923,0.007692307692307693,distance_to_pickup,BATCH,milp_vrp,9334,0,0,0,ok,0,9204,9204,12020.22341702832,780.8678750297986
1666409410,9838,3689,0.3749745883309616,150,127,23,0.012909127871518601,0.8466666666666667,5000.0,39.37007874015748,0.0,distance_to_pickup,BATCH,milp_vrp,9838,0,0,0,ok,0,9711,9711,12290.772541018669,657.9802909982391
1666495519,10345,3996,0.3862735621072982,150,126,24,0.012179797003383277,0.84,11000.0,87.3015873015873,0.0,distance_to_pickup,BATCH,milp_vrp,10345,0,0,0,ok,0,10219,10219,14035.802708996926,735.5055420193821
1666495639,10810,3903,0.361054579093432,150,131,19,0.01211840888066605,0.8733333333333333,10000.0,76.33587786259542,0.0,distance_to_pickup,BATCH,milp_vrp,10810,0,0,0,ok,0,10679,10679,14262.65524997143,821.6852499754168
1666495819,11348,3803,0.3351251321818823,150,130,20,0.011455763130066972,0.8666666666666667,14000.0,107.6923076923077,0.0,distance_to_pickup,BATCH,milp_vrp,11348,0,0,0,ok,0,11218,11218,14789.441874949262,773.3480419847183
1666581917,11868,4074,0.34327603640040444,150,135,15,0.011375126390293226,0.9,9000.0,66.66666666666667,0.0,distance_to_pickup,BATCH,milp_vrp,11868,0,0,0,ok,0,11733,11733,18261.96916704066,789.3965839757584
1666582037,12435,3965,0.3188580619219944,150,128,22,0.010293526336952151,0.8533333333333334,20000.0,156.25,0.0,distance_to_pickup,BATCH,milp_vrp,12435,0,0,0,ok,0,12307,12307,16783.264917030465,736.2324580317363
1666582217,12915,3862,0.29903213317847466,150,130,20,0.010065814943863724,0.8666666666666667,20000.0,153.84615384615384,0.0,distance_to_pickup,BATCH,milp_vrp,12915,0,0,0,ok,0,12785,12785,16825.538417033385,728.6692909547128
