dispatch_time,num_orders_in_batch,num_available_couriers,supply_demand_ratio,num_proposed_assignments,num_accepted_assignments,num_rejections,assignment_rate,acceptance_rate,total_cost_of_cycle,avg_cost_per_assignment,agreement_rate_with_actual,cost_function
1665977114,658,802,1.2188449848024316,658,568,90,0.8632218844984803,0.8632218844984803,3960663.905617306,6972.999833833285,0.00911854103343465,distance_to_pickup
1665977234,624,234,0.375,234,212,22,0.33974358974358976,0.905982905982906,1218791.02332586,5749.014260971038,0.003205128205128205,distance_to_pickup
1665977414,634,22,0.03470031545741325,22,21,1,0.033123028391167195,0.9545454545454546,60597.78844964116,2885.6089737924362,0.0,distance_to_pickup
1666063506,710,2503,3.5253521126760563,710,613,97,0.8633802816901408,0.8633802816901408,567956.157254031,926.5190167276199,0.005633802816901409,distance_to_pickup
1666063626,645,1890,2.9302325581395348,645,566,79,0.8775193798449612,0.8775193798449612,928364.970530317,1640.2207959899595,0.0,distance_to_pickup
1666063806,615,1324,2.1528455284552845,615,533,82,0.8666666666666667,0.8666666666666667,2098793.3206757437,3937.6985378531776,0.0032520325203252032,distance_to_pickup
1666149913,715,2503,3.5006993006993006,715,622,93,0.8699300699300699,0.8699300699300699,1354620.5805680885,2177.846592553197,0.0013986013986013986,distance_to_pickup
1666150033,721,1881,2.608876560332871,721,637,84,0.883495145631068,0.883495145631068,3094792.549867385,4858.387048457434,0.0013869625520110957,distance_to_pickup
1666150213,638,1244,1.9498432601880877,638,556,82,0.8714733542319749,0.8714733542319749,4602597.089449725,8278.052319154182,0.0,distance_to_pickup
1666236312,643,2503,3.8926905132192844,643,558,85,0.8678071539657853,0.8678071539657853,1173825.3516311625,2103.6296624214383,0.0015552099533437014,distance_to_pickup
1666236432,687,1945,2.8311499272197964,687,585,102,0.851528384279476,0.851528384279476,2671300.760872041,4566.326086960754,0.002911208151382824,distance_to_pickup
1666236612,691,1360,1.968162083936324,691,600,91,0.8683068017366136,0.8683068017366136,5697310.893185878,9495.518155309797,0.0,distance_to_pickup
1666322707,733,2503,3.4147339699863575,733,632,101,0.8622100954979536,0.8622100954979536,1789724.78192345,2831.8430093725474,0.0,distance_to_pickup
1666322827,684,1871,2.7353801169590644,684,600,84,0.8771929824561403,0.8771929824561403,3922902.8616727716,6538.171436121286,0.0029239766081871343,distance_to_pickup
1666323007,663,1271,1.9170437405731524,663,569,94,0.8582202111613876,0.8582202111613876,7687444.0896532945,13510.446554750957,0.007541478129713424,distance_to_pickup
1666409110,700,2503,3.5757142857142856,700,604,96,0.8628571428571429,0.8628571428571429,1399013.9108317639,2316.248196741331,0.0,distance_to_pickup
1666409230,672,1899,2.825892857142857,672,573,99,0.8526785714285714,0.8526785714285714,2786211.6136543546,4862.498453148961,0.001488095238095238,distance_to_pickup
1666409410,634,1326,2.091482649842271,634,560,74,0.8832807570977917,0.8832807570977917,6163405.746067253,11006.081689405808,0.0,distance_to_pickup
1666495519,634,2503,3.94794952681388,634,566,68,0.8927444794952681,0.8927444794952681,1201513.030249685,2122.814541077182,0.0015772870662460567,distance_to_pickup
1666495639,591,1937,3.2774957698815568,591,522,69,0.883248730964467,0.883248730964467,2080350.939188751,3985.3466267983736,0.0,distance_to_pickup
1666495819,669,1415,2.115097159940209,669,580,89,0.866965620328849,0.866965620328849,7127795.219959641,12289.302103378692,0.0014947683109118087,distance_to_pickup
1666581917,650,2503,3.850769230769231,650,566,84,0.8707692307692307,0.8707692307692307,1251570.6848386496,2211.255626923409,0.0015384615384615385,distance_to_pickup
1666582037,702,1937,2.759259259259259,702,603,99,0.8589743589743589,0.8589743589743589,3210039.745515617,5323.448997538337,0.0014245014245014246,distance_to_pickup
1666582217,608,1334,2.1940789473684212,608,523,85,0.8601973684210527,0.8601973684210527,7510300.824925575,14360.039818213338,0.0,distance_to_pickup
